id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1750809,"1BR/1BA Nob Hill, Hrdwd Sunny Wifi",5479220,Jane,,Nob Hill,37.79484,-122.41188,Entire home/apt,165,30,11,5/31/2025,0.08,1,97,1,
1752371,"Quiet Garden Getaway, Large Office & Full Laundry!",9218238,Rico,,Bernal Heights,37.74043,-122.41299,Entire home/apt,192,2,370,8/9/2025,4,1,351,30,1081586
1752552,Convenient place near GoldenGate Park comfy Rm 5B1,9219277,Henry,,Outer Sunset,37.75927,-122.48258,Private room,57,30,5,2/18/2024,0.11,14,268,0,
1759087,Modern Suite with Private Entrance,9248549,Gerardo,,Potrero Hill,37.76321,-122.39799,Entire home/apt,227,2,336,8/11/2025,2.36,1,132,43,STR-0000134
1762727,Sunny Garden Studio in the Castro,237849,Jan,,Castro/Upper Market,37.760288,-122.442162,Entire home/apt,200,180,23,10/17/2018,0.16,1,363,0,1049689-01-161
1769688,Private Bath and BR in Bright Sunny NOPA Flat,4297383,Rob,,Western Addition,37.77848,-122.44118,Private room,115,3,333,8/24/2025,2.31,2,15,27,STR-0001307
1774026,"Views on Liberty Hill, near BART",7197110,Cedric,,Castro/Upper Market,37.75759,-122.42569,Entire home/apt,400,3,188,8/20/2025,1.3,3,120,20,STR-0005123
1785463,Burgundy: Bright/Clean/OCEAN VIEW+Park+3 baths,5565510,Silvana,,West of Twin Peaks,37.73545,-122.46474,Private room,57,3,236,1/18/2025,1.63,5,364,3,STR-0005753
1807493,"1bd/1ba Condo in SoMa - Top Floor, comfy queen bed",1359769,Tom,,South of Market,37.77985,-122.40496,Entire home/apt,159,30,121,7/31/2025,0.84,1,210,2,
1814061,"Modern, central to everything; Noe Valley pvt flat",820856,Dave,,Noe Valley,37.75259,-122.42552,Entire home/apt,150,30,31,7/20/2025,0.22,1,269,4,City registration pending
1827177,Private room and bath w/Jacuzzi (no cleaning fee),1753794,Ashish,,Castro/Upper Market,37.76576,-122.43624,Private room,,1,288,6/29/2025,2.11,5,0,16,STR-0005549
1827638,Stylish 2br/2ba Mission Dolores w private garden,210090,Jared,,Mission,37.76953,-122.4251,Entire home/apt,195,30,3,8/19/2025,0.02,1,93,2,
1830541,Golden Gate Park Retreat,9574679,Leticia,,Inner Richmond,37.77643447,-122.4703525,Entire home/apt,177,3,427,8/17/2025,3.02,1,12,27,STR-0000374
1841832,Beautiful Immaculate Nob Hill Condo,3192044,Aaron Christian,,Nob Hill,37.79424,-122.41493,Entire home/apt,109,30,200,8/11/2025,1.39,1,30,3,City registration pending
1851403,"Beautiful, modern and super located",237691,Regina,,Marina,37.79824,-122.43483,Entire home/apt,270,30,9,12/15/2024,0.06,2,186,1,
1855096,Fabulous Artist Flat in the Heart of Potrero Hill,9011470,Michael Pfeffer,,Potrero Hill,37.76391,-122.3934,Entire home/apt,239,2,557,7/31/2025,3.89,1,319,49,STR-0006550
1864390,Fun & Artsy 2 bdrm 2 ba Hayes Valley Hidden Gem,9686057,Kaleen,,Western Addition,37.7757,-122.42966,Entire home/apt,149,30,162,8/19/2025,1.13,1,262,8,
1868880,Pac Heights Home w/ Parking Steps from Fillmore St,1775917,Scott,,Pacific Heights,37.79082,-122.43561,Entire home/apt,896,3,90,8/11/2025,0.63,1,0,3,STR-0007224
1887206,Amazing House on a Sunny Hillside,4027973,Zak,,Bayview,37.71926,-122.39355,Entire home/apt,97,30,20,6/4/2024,0.15,1,137,0,
1892360,North Beach FIDI LUXE new designer flat for 6,8871779,Natalie,,North Beach,37.80126,-122.40576,Entire home/apt,170,30,8,11/7/2024,0.06,1,218,1,
1892956,"Cozy Room for One or Two, Great Neighborhood",9838978,Connie,,Mission,37.7539,-122.42339,Private room,93,3,132,8/19/2025,0.94,1,223,18,STR-0001785
1898486,"Entire Guest Cottage in Noe Valley (2 BR, 2 Baths)",9861752,Ed,,Noe Valley,37.74231,-122.42687,Entire home/apt,204,30,122,8/16/2025,0.85,1,53,2,City registration pending
1907229,"Curated 
Victorian for Business Travelers & Family",2345833,Raj,,Western Addition,37.78645,-122.43827,Entire home/apt,650,1,252,9/1/2025,1.76,1,89,18,STR-0005029
1914841,Garden Studio Apartment,9932058,John,,Western Addition,37.77914,-122.43591,Entire home/apt,93,30,129,4/13/2025,0.91,1,119,2,1025980  - Short Term Rental Agreement pending
1925206,"Private Suite, City Views, Garden and Easy Parking",9971829,Joshua,,Excelsior,37.72253,-122.40874,Entire home/apt,126,1,311,8/24/2025,2.87,1,341,42,STR-0002272
1928125,Sunny Mission Home & Garden Oasis,27439,Linda,,Mission,37.7548,-122.41119,Entire home/apt,132,5,32,5/20/2025,0.22,1,14,1,2023-006686STR
1931763,Sunny Room Overlooking Charming Side Street,9999808,Matthew,,Mission,37.76081,-122.41894,Private room,126,3,292,5/28/2025,2.09,2,239,22,2021-004666STR
1956312,"Historical Elegance 2BR Castro-Duboce, CPMC Davies",413290,Lea,,Castro/Upper Market,37.76573,-122.4326,Entire home/apt,,30,0,,,1,0,0,
1970257,Classic Inner Mission Living in an Historic First-Floor Home,7649665,Eoin,,Mission,37.75081,-122.40897,Entire home/apt,,3,117,9/20/2024,0.94,1,0,2,STR-0000087
1970756,Beautiful 1bedroom condo apartment home,10162964,Shelley,,Bernal Heights,37.74035,-122.42012,Entire home/apt,170,30,39,6/30/2025,0.28,6,360,3,
1979461,Walk to the Waterfront from a High-Tech Studio Flat,6744265,Todd,,South of Market,37.78627,-122.39069,Entire home/apt,153,30,31,7/28/2025,0.25,1,262,2,
1985338,Soak up the Botanical Vibe at a Garden Studio in Bernal,30250,Nichole,,Bernal Heights,37.73963,-122.41492,Private room,108,3,274,8/4/2025,1.92,1,281,19,STR-0007345
2001534,Wonderful 3 Bedroom house-like garden flat!,10162964,Shelley,,Bernal Heights,37.73925,-122.42,Entire home/apt,383,30,11,8/2/2025,0.09,6,335,5,
2023326,Perfectly Located Luxurious Home,7292289,Robert,,Inner Richmond,37.78321,-122.47017,Entire home/apt,,5,9,5/7/2025,0.07,2,0,1,STR-0005402
2026910,Sweet Edwardian NOPA 3Bd w/Views & Parking,7096906,Bree,,Haight Ashbury,37.77285,-122.45212,Entire home/apt,642,5,232,8/16/2025,1.65,1,309,28,str-0005759
2042095,View that can’t be beat (1 Room in Heddy’s House),3198527,Bruce,,Outer Mission,37.73234,-122.44256,Private room,119,2,459,8/20/2025,3.26,1,334,43,STR-0000130
2046807,Charming Private Studio in Mission District,8898672,Kevin,,Mission,37.75979233,-122.4196701,Entire home/apt,112,1,202,8/27/2025,1.45,2,308,46,STR-0002569
2049955,"Private, 1-Br Apt near Golden Gate Park",58930,David,,Inner Richmond,37.78006,-122.46116,Entire home/apt,,3,277,6/9/2025,1.95,4,0,15,STR-0000077
2058119,Private room in Dolores Park Apt,10538306,Javi,,Mission,37.76155,-122.42443,Private room,100,30,82,3/2/2015,0.57,1,365,0,
2062696,Ocean Beach Rm Classic 1906 Mission Victorian,4843181,Nancy,,Mission,37.74948,-122.42253,Private room,72,5,189,7/5/2025,1.34,3,264,21,2022-009455STR
2074737,Courtyard Garden w/ Walk-in Closet,5735614,Carolyne,,Inner Sunset,37.76176,-122.46901,Entire home/apt,199,30,13,8/3/2023,0.09,1,180,0,
2093695,Light filled Garden Private room,26952,Jennifer,,Ocean View,37.72437,-122.47036,Private room,56,30,54,2/16/2025,0.38,2,364,2,
2111361,Civic Center Studio With Parking,10764661,Carlos,,Downtown/Civic Center,37.78133,-122.42135,Entire home/apt,127,30,108,6/30/2025,0.76,4,337,4,
2115503,Ocean Beach - Kelly's Cove,10785430,Ant,,Outer Richmond,37.77428,-122.50759,Entire home/apt,195,2,539,8/20/2025,4.39,1,56,56,STR-0000780
2123469,Cozy Giants Room @Golden Gate Park,10829039,Viviane,,Golden Gate Park,37.77291,-122.46279,Private room,125,2,244,8/16/2025,1.77,5,324,4,2023-002537STR
2124182,Modern Cottage perfect for work trip or long stay,2993648,Eduardo,,Potrero Hill,37.75888,-122.39843,Entire home/apt,127,30,133,8/5/2025,0.95,2,144,4,
2130640,Family & Kids Friendly Spacious 3BR/2BA Victorian,10870100,Choon Hong,,Western Addition,37.7707,-122.43017,Entire home/apt,,3,45,8/4/2025,0.32,1,0,4,STR-0001211
2134475,"Scenic San Francisco, Free Parking, Breakfast",10891326,Sandor,,Presidio,37.801,-122.44779,Private room,155,3,545,8/8/2025,3.86,1,339,30,2024-003453STR
2135871,Nice Clean Furnished Room - Single Occupency,4191595,Lawrence,,Excelsior,37.73123,-122.42182,Private room,38,30,28,8/10/2025,0.21,5,240,3,
2139562,PARADISE AT SAN FRANCISCO,8037793,Rebeca O,,West of Twin Peaks,37.72816,-122.45817,Private room,199,4,187,7/28/2025,1.38,1,340,11,STR-0003653
2143730,7 BD Urban Getaway Near 101/280,289376,Jennifer,,Bernal Heights,37.73867,-122.41935,Entire home/apt,559,4,0,,,3,9,0,STR-0000582
2145207,"Downtown  2 bedroom, Remote Work Oasis (800Mbps)",2991110,Wenguang,,Downtown/Civic Center,37.78206,-122.41657,Entire home/apt,119,80,11,11/20/2018,0.08,3,121,0,
2166428,Sunny 1BR Apt in Haight-Ashbury,10934623,Thien-Nga Thi,,Haight Ashbury,37.76726,-122.4453,Entire home/apt,110,30,157,11/3/2024,1.11,1,208,2,
2175930,Garden Apt in Bernal,11098043,Miegan,,Bernal Heights,37.74707,-122.40607,Entire home/apt,135,1,275,8/18/2025,2.08,1,328,18,STR-0002485
2178509,Bernal Heights Architect's Retreat,11111526,Gregg,,Bernal Heights,37.74038315,-122.4219131,Private room,143,2,656,8/22/2025,4.66,1,338,53,STR-0005785
2182851,Spacious 1BR in Mission Victorian,10135,Jason,,Mission,37.76605,-122.41669,Private room,120,1,409,8/26/2025,2.9,4,234,31,2022-007902STR
2188919,Large 1BR in Mission Victorian,10135,Jason,,Mission,37.7675,-122.41514,Private room,89,1,290,6/29/2025,2.06,4,251,9,2022-007902STR
2188976,Private 1BR in Mission Victorian,10135,Jason,,Mission,37.76458,-122.41571,Private room,113,1,377,8/31/2025,2.67,4,242,36,2022-007902STR
2198399,Roomy 1BR in Mission Victorian,10135,Jason,,Mission,37.76538,-122.41461,Private room,117,1,364,8/10/2025,2.59,4,239,25,2022-007902STR
2203283,Quiet Harbor for your Journey in SF,8146224,Ming,,Inner Richmond,37.77842,-122.46802,Private room,72,1,546,8/25/2025,3.86,1,337,32,STR-0003881
2209751,"Clean, quiet and central w/garden view.",3926041,Jason,,Western Addition,37.77432,-122.43644,Private room,111,2,558,8/29/2025,4.79,3,222,80,STR-0001502
2221057,Private Beach Side 2 bedroom,11331176,Blythe,,Outer Sunset,37.7472,-122.50567,Entire home/apt,260,3,181,8/13/2025,1.52,1,165,15,STR-0001632
2234256,A quiet sunny  place with a view,11406448,Kurt,,Bayview,37.71093,-122.38713,Entire home/apt,111,90,13,5/31/2017,0.09,1,365,0,
2236226,"N Beach/Tel Hill 1-Bed, Office Ready, Views, BBQs",11417078,David,,North Beach,37.80008,-122.4056,Entire home/apt,170,30,105,9/24/2024,0.74,3,356,1,
2244652,"N Beach/Tel Hill Studio, Office Ready, Views, BBQs",11417078,David,,North Beach,37.80008,-122.4056,Entire home/apt,100,60,117,8/1/2025,0.83,3,331,3,
2257205,"Oasis to relax, Surrounding views, Family friendly",11527863,Louise,,Pacific Heights,37.79344,-122.43571,Entire home/apt,596,4,41,7/7/2025,0.33,2,9,1,2023-007916STR
2279254,"DONATELLO Hotel room, Union Square",11638127,Dave,,Downtown/Civic Center,37.78747,-122.41127,Private room,250,1,20,10/2/2023,0.14,5,2,0,Exempt
2298930,Private Room in Large Cow Hollow Flat,2917099,Alicia,,Marina,37.79793,-122.4418,Private room,570,2,87,8/6/2025,0.66,2,108,21,STR-0004524
2299196,Great Hayes Valley Studio (#9),3977854,Michael,,Western Addition,37.77743,-122.42502,Entire home/apt,120,30,46,6/30/2025,0.33,7,266,4,
2310765,Modern Studio in SoMA/Downtown SF,11801205,Thanh,,South of Market,37.78186,-122.39878,Entire home/apt,,30,24,10/16/2022,0.17,1,0,0,
2311428,Modern  One Bedroom in Bernal Heights,2076797,Brett,,Bernal Heights,37.74567,-122.41328,Entire home/apt,,2,20,2/20/2023,0.23,1,0,0,STR-0006406
2314849,"Tranquil Marina Studio, Patio & Backyard",11820504,John,,Presidio,37.79802,-122.44742,Entire home/apt,224,30,26,8/4/2025,0.19,12,242,1,Exempt
2315086,"Pacific Heights, 2 rooms & parking!",11804983,Ronald Milton,,Western Addition,37.78639,-122.44565,Private room,187,3,523,8/23/2025,3.74,1,263,46,STR-0006222
2340335,Private Bedroom Near Union Square,11182500,Daniel,,Downtown/Civic Center,37.7880361,-122.4081741,Private room,127,30,20,8/9/2025,0.14,1,169,5,
2366182,"Elegant, View Property-30 Nite Min-$11,500 a Month",40148,Patricia,,Nob Hill,37.79228,-122.41575,Entire home/apt,385,30,20,6/24/2024,0.14,3,365,0,
2371394,1886 Victorian on a Quiet Street in a great area!,2440054,Pamela,,Western Addition,37.77404,-122.43069,Entire home/apt,,6,77,7/26/2025,0.58,1,0,11,STR-0006969
2371573,Pacific Heights Victorian,8634657,Heidi,,Pacific Heights,37.79114,-122.44209,Entire home/apt,3000,5,2,7/11/2021,0.03,1,263,0,2022-002587STR
2374361,Amazing Victorian Flat Noe Valley,12130768,Robin,,Glen Park,37.73862,-122.42717,Entire home/apt,113,30,19,7/31/2024,0.14,1,282,0,426257
2404647,Room with a View in Noe Valley,10573209,Audrey,,Noe Valley,37.74682,-122.43537,Private room,,30,10,10/20/2017,0.07,1,270,0,
2412158,Spectacular View Home in Noe Valley,12328050,Rae,,Noe Valley,37.74941,-122.43231,Entire home/apt,,30,45,10/31/2022,0.4,1,0,0,
2432104,"Clean,Cozy, Garden private room",26952,Jennifer,,Ocean View,37.72813,-122.46919,Private room,70,30,62,8/7/2025,0.44,2,363,2,
2460904,Modern Jr 1BR/1BA next to Waterfront. 1GB Internet,12583352,Rubeun,,South of Market,37.78444,-122.3938,Entire home/apt,128,30,54,8/9/2025,0.39,1,229,2,
2468125,DONATELLO near Moscone and Union Sq,11638127,Dave,,Downtown/Civic Center,37.78929,-122.40931,Private room,,1,15,8/13/2023,0.11,5,0,0,Exempt
2478558,"Donatello hotel, near Moscone/Union Sq, 2 dbl beds",11638127,Dave,,Downtown/Civic Center,37.78711,-122.41076,Private room,,1,9,8/7/2022,0.07,5,2,0,Exempt
2483759,"Centrally-located, Walk Anywhere!",12707660,Rob,,Western Addition,37.77703,-122.44039,Private room,95,1,310,8/13/2025,2.26,2,314,10,STR-0004712
2486953,1906 Victorian in Noe Valley!,12726391,Vincent,,Noe Valley,37.75322,-122.43647,Entire home/apt,312,3,185,8/28/2025,1.35,1,345,10,2025-003594STR
2518781,Stylish Spacious Garden Master Bedroom w/ en Suite,672097,Christopher Scott,,Bernal Heights,37.74199,-122.42103,Entire home/apt,180,3,542,7/22/2025,3.88,1,193,31,STR-0005354
2538807,Safe area. Metro 12 mins to d'town. Park/EV charge,783438,Phil,,West of Twin Peaks,37.74193,-122.46531,Entire home/apt,74,2,567,8/25/2025,4.07,2,109,79,STR-0000053
2558763,Gorgeous New Victorian 2BR 1.5BA,467394,Jeannie,,Marina,37.80132,-122.43092,Entire home/apt,484,30,66,7/27/2022,0.48,1,365,0,
2559297,Modern 2BR condo w/pkg; Centrally-located!,12707660,Rob,,Western Addition,37.77698,-122.44192,Entire home/apt,235,2,82,8/10/2025,0.59,2,80,18,STR-0004712
2562034,"Walk to SF State, Parking, Quiet Neighborhood",4940456,Christine,,Ocean View,37.72263,-122.46759,Entire home/apt,185,30,51,5/24/2023,0.49,1,256,0,City registration pending
2564006,"Big Contemporary Studio - 30 Night Min-$3,000",40148,Patricia,,Nob Hill,37.793583,-122.41539,Entire home/apt,100,30,18,4/12/2024,0.13,3,336,0,
2578122,Sunny Victorian - Garden Guestroom,742560,Brian,,Castro/Upper Market,37.76864,-122.4283,Private room,,3,220,8/23/2025,1.62,3,0,12,STR-0005730
2592518,Total Gem Two Bedroom Home,13272223,Daniel,,South of Market,37.77638,-122.40748,Entire home/apt,336,3,406,8/11/2025,3.01,1,54,38,STR-0000563
2620371,Prime Location  1 Bedroom Apartment,216682,Jay,,Pacific Heights,37.79187,-122.4243,Entire home/apt,,30,26,8/19/2025,0.19,7,142,4,
2620499,"Spacious home w/ garden, garage, Bay & city views",3010591,Antoni,,Potrero Hill,37.76182,-122.40388,Entire home/apt,276,30,3,9/27/2022,0.06,1,247,0,
2636716,Studio Apt- Close to Everything,4437415,Mario,,Pacific Heights,37.7937,-122.42497,Entire home/apt,,30,20,10/11/2017,0.17,1,0,0,
2658295,The Donatello Hotel (Union Square),13309461,Tara,,Downtown/Civic Center,37.78907,-122.40965,Private room,289,1,34,2/24/2025,0.25,1,166,4,License not needed per OSTR
2677273,unique private getaway apartment,13707610,Roy And Patti,,Inner Richmond,37.78611755,-122.4774246,Entire home/apt,179,2,296,8/20/2025,2.15,1,280,29,STR-0006675
2683857,"Charming S.F. Home:
Perfect for a Couple or Family",224012,Karyn,,Outer Richmond,37.77577,-122.49306,Entire home/apt,,5,54,8/9/2025,0.4,1,0,6,STR-0004260
2694526,Beach Retreat @Golden Gate Park,10829039,Viviane,,Golden Gate Park,37.77353,-122.45986,Private room,125,2,244,5/11/2025,1.8,5,329,6,2023-002537STR
2702606,Murphy bed in startup office,13830783,David,,South of Market,37.7766,-122.39674,Entire home/apt,,30,0,,,1,0,0,
2709883,Rebbeca Lane SF CA,10043430,Nancy,,Bayview,37.73799,-122.38184,Private room,,31,0,,,1,0,0,
2723005,"Awesome Location, Great for Business Travelers",14014782,Christina,,Russian Hill,37.79979,-122.42008,Entire home/apt,735,2,72,8/4/2025,0.54,1,316,19,STR-0001929
2736358,Garden Retreat steps from Haight St,8638224,Sara,,Haight Ashbury,37.76791,-122.44643,Entire home/apt,143,3,528,8/4/2025,3.84,1,51,29,STR-0004029
2738331,1 bdrm Haight Ashbury apt w/ garden 30 to 90 days,14011603,Flip,,Haight Ashbury,37.76841,-122.45009,Entire home/apt,99,30,145,2/21/2025,1.07,1,160,2,
2739477,Home in the Castro,1783772,Brian,,Castro/Upper Market,37.7563,-122.43416,Entire home/apt,526,3,385,8/20/2025,2.8,1,206,52,STR-0004925
2783251,Russian Hill/ North Beach Garden Apartment,14235899,Ellen B,,Russian Hill,37.80232,-122.41871,Entire home/apt,211,5,415,8/18/2025,3,1,197,32,2023-002637STR
2802418,Comfortable Room With Private Bathroom,13923854,Gina,,Outer Richmond,37.7751,-122.50099,Private room,126,2,429,8/17/2025,3.11,1,333,19,2023-006993STR
2825966,Cole Central Studio!,3071306,Joyce,,Haight Ashbury,37.76342,-122.4483,Entire home/apt,181,30,86,8/28/2019,0.64,1,89,0,1029298
2890120,Beautiful sunny Victorian home for 4 with yard,899994,James,,Bernal Heights,37.74054,-122.41978,Entire home/apt,,2,67,8/15/2025,0.49,1,0,8,2025-003750STR
2910159,Beautiful Apt with garden in Noe Valley,3588642,Ambrish,,Noe Valley,37.75183,-122.44259,Entire home/apt,109,30,2,8/9/2024,0.13,3,148,0,
2912402,Private bedroom & bathroom in newly remodeled flat,1718095,Courtney,,Bernal Heights,37.73716,-122.42473,Private room,,30,1,3/16/2023,0.03,1,0,0,
2935400,Furnished Studio Short-Term FiDi Garden View,9965793,The Twist,,Nob Hill,37.79102,-122.40921,Entire home/apt,,30,8,9/17/2021,0.06,8,131,0,
2936884,View flat near Dolores Park,14996912,Atessa,,Castro/Upper Market,37.75765,-122.42953,Entire home/apt,140,30,39,7/8/2025,0.29,1,362,2,
2939849,Sublet in a great neighborhood!,3379945,Elena,,Castro/Upper Market,37.75953,-122.44035,Private room,,30,20,5/1/2020,0.15,3,0,0,
2949280,Beautiful 1bd in the Heart of Noe!,6703252,Jonathan,,Noe Valley,37.74493,-122.43515,Entire home/apt,,30,10,12/21/2024,0.07,1,4,2,
2950592,Safe & Quiet SF Haven + Free Parking!,243725,Alex,,Twin Peaks,37.75255,-122.45248,Entire home/apt,236,3,46,8/23/2025,0.51,1,68,9,STR-0001863
2965433,"Center North Beach w/stunning views, stylish decor",15068891,Sharon,,Russian Hill,37.79887,-122.41086,Entire home/apt,315,3,120,8/5/2025,0.88,2,16,10,2023-003147STR
2970253,Hillside Bernal Apartment w/ Easy Street Parking,3400909,Brett,,Bernal Heights,37.74369,-122.4088,Entire home/apt,,30,7,9/1/2020,0.08,1,0,0,
2980184,At Home in the Sunset,699508,Frederick,,Outer Sunset,37.75369,-122.47782,Entire home/apt,250,30,5,9/9/2024,0.04,1,358,1,
2980416,Furnished Bright Room Upstairs - Single Occupency,4191595,Lawrence,,Bernal Heights,37.73281,-122.42668,Private room,75,30,28,8/16/2025,0.21,5,255,3,
3013427,San Francisco: City of Love - No cleaning fee!,15357373,Ding,,Western Addition,37.77727,-122.44638,Private room,236,30,81,7/1/2024,0.59,3,209,0,2022-005949STR
3013520,Small studio,3509116,Monty,,Inner Richmond,37.78004,-122.44906,Entire home/apt,74,30,44,7/31/2025,0.32,3,257,4,
3015450,"Private entrance, street parking, breakfast,quiet",10374153,Inessa,,Lakeshore,37.73343,-122.48879,Private room,82,2,338,8/11/2025,2.89,1,312,19,STR-0001021
3068285,Fully Private Remodeled Sleek Home in SOMA,13832870,International,,Financial District,37.78376,-122.39998,Entire home/apt,102,180,8,8/17/2024,0.11,21,364,0,
3073038,Bright Castro Room: Great Location,2259758,Micki,,Castro/Upper Market,37.75809,-122.44163,Private room,138,3,166,8/17/2025,1.22,2,10,16,STR-0005278
3079929,Centrally Located Two Bedroom Victorian Smart Home,15673074,Brian,,Mission,37.76919214,-122.4251502,Entire home/apt,400,3,97,8/12/2025,0.77,2,9,17,STR-0000736
3081324,Spectacular Artful and Comfy Living in SF,15679486,Carrie,,Glen Park,37.73389,-122.4324,Entire home/apt,450,30,227,8/31/2024,1.66,3,241,0,2023-002630STR
3081560,"Spacious, modern, Victorian Suite",15680647,Amy,,Mission,37.75394,-122.42226,Private room,131,3,249,8/11/2025,1.88,1,33,28,2023-002635STR
3093070,"2 Bedrooms, Magical Garden, OMG Views+Outdoor Tub!",3608449,Jeannie (And Skate),,Bernal Heights,37.74356,-122.4094,Private room,275,2,150,8/27/2025,1.44,2,304,32,STR-0000478
3093543,Studio with own entrance and garden views.,15732960,Massimo & Mary,,Presidio,37.80954,-122.4767,Private room,350,30,244,1/19/2020,1.78,1,362,0,STR-0002421
3102139,Modern Home in Castro,6737179,Lyssa,,Castro/Upper Market,37.76043,-122.43416,Entire home/apt,,5,14,1/17/2020,0.16,1,0,0,STR-0001096
3105998,Stay in a historic apt in the heart of the Mission,1456262,Justin,,Mission,37.75127,-122.41377,Entire home/apt,,3,43,1/3/2023,0.31,2,0,0,STR-0002616
3112427,Star Studio in the Outer Sunset,15816020,Christina Rae,,Outer Sunset,37.75723,-122.50596,Entire home/apt,135,2,420,8/17/2025,3.09,1,331,38,2024-002759STR
3114387,4 Bedrooms 2BA near Golden Gate Park & Transit,14482816,Julie,,Outer Sunset,37.76088,-122.48459,Entire home/apt,188,30,104,5/31/2025,0.76,2,353,1,
3115424,Sunny Apartment in Hayes Valley,5376811,Emily,,Western Addition,37.78052,-122.42568,Entire home/apt,120,30,19,9/27/2024,0.14,1,324,1,City registration pending
3116974,Amazing Location with Breathtaking Bay Views,1445283,Carrie,,Russian Hill,37.79825,-122.41366,Entire home/apt,135,30,122,3/6/2025,0.9,1,108,1,STR-0000760
3122882,Friendly Inviting Room in NOPA,10354038,Kara,,Haight Ashbury,37.77493,-122.44547,Private room,140,2,222,8/31/2025,1.62,1,123,12,STR-0000083
3124541,Super Clean Bedroom & Bath Suite w/ Private Entry,694440,Yuca,,Castro/Upper Market,37.76448,-122.44312,Private room,156,2,552,8/8/2025,4.03,2,280,37,STR-0000226
3133266,Stylish Apartment near Historic Haight Ashbury,837274,Jay Ping,,Haight Ashbury,37.76732,-122.44858,Entire home/apt,255,30,78,8/2/2025,0.57,2,310,4,
3175769,3BR/2BA Luxury Condo w/Great Views!,16103943,Jeff,,Marina,37.79712,-122.44556,Entire home/apt,375,30,9,3/30/2024,0.07,1,258,0,
3176619,Luxe Apartment in Edwardian Home with Rooftop Deck,16108021,Kathleen,,Russian Hill,37.80017515,-122.4146661,Entire home/apt,950,7,29,8/11/2025,0.23,1,239,5,STR-0006338
3201044,Stylish & Contemporary,16222607,Alvaro,,Twin Peaks,37.74764,-122.44752,Entire home/apt,547,2,42,8/4/2025,0.31,1,353,3,Str-0000743
3205059,Modern suite with private entrance near UCSF/Chase,417666,Vera,,Potrero Hill,37.76054,-122.39221,Entire home/apt,154,4,164,8/1/2025,1.22,2,197,20,STR-0001061
3230459,Garden Studio Apartment,16402896,Alison,,Noe Valley,37.74248,-122.4251,Entire home/apt,150,3,248,8/10/2025,1.82,1,312,17,STR-0000680
3240016,Great Duboce Park Garden Apartment (Downstairs),13973946,Sandra,,Haight Ashbury,37.77017,-122.43852,Entire home/apt,130,30,193,8/16/2025,1.42,1,323,6,
3250833,Waterfront Luxury Suite at Ghirardelli Square,16443439,Joy,,Russian Hill,37.80423,-122.42414,Private room,,2,0,,,1,0,0,City registration pending
3257886,Golden Gate Park & Beach Getaway!,15336469,Matthew Jason,,Outer Sunset,37.76359,-122.49762,Entire home/apt,220,1,835,8/20/2025,6.13,1,268,72,STR-0004021
3263219,Sunny Bernal home w/ deck + garden,4346065,Greg,,Bernal Heights,37.73639,-122.42036,Entire home/apt,,3,64,8/20/2025,0.47,2,0,4,STR-0005308
3290739,Marina Cow Hollow Queen Bdrm w/ Pvt Bath,930744,Alison,,Marina,37.79812,-122.43654,Private room,133,1,521,8/16/2025,3.84,3,84,42,STR-0000014
3311711,Mission Bedroom w/ Private bath,16722899,Rye,,Mission,37.7673,-122.41764,Private room,132,2,505,8/24/2025,3.7,1,157,23,STR-0004392
3325741,Sparkling Clean - Quiet and Spacious Private Suite,6777297,Robert George,,Noe Valley,37.75575,-122.44029,Entire home/apt,101,2,763,8/10/2025,5.65,1,228,37,2025-002171STR
3333870,Cole Valley Smart and Stylish En Suite,16831526,Nancy,,Haight Ashbury,37.76395,-122.44767,Private room,158,4,252,8/4/2025,1.85,1,275,7,STR-0000441
3354928,Charming Victorian Glamour,1423294,Tan,,Pacific Heights,37.79026,-122.42914,Entire home/apt,450,30,109,5/3/2025,0.82,1,346,2,STR-0001062
3391368,Magic Mission Garden Studio,17110263,Kat,,Potrero Hill,37.75305,-122.40293,Entire home/apt,,4,165,4/2/2024,1.23,1,0,0,STR-0004102
3416013,Amazing Views. Close to Chase Center & Mission Bay,6884446,Emily,,Bayview,37.74946,-122.39427,Private room,106,1,402,8/24/2025,2.98,2,157,12,STR-0002938
3442439,Spacious Bernal Heights In-law with private entry.,17349647,Joshua William,,Bernal Heights,37.73606,-122.42367,Entire home/apt,130,2,353,8/17/2025,3.83,1,38,67,STR-0005883
3475515,Beautiful 2BR on Union St/Pacific Heights,13832870,International,,Pacific Heights,37.79608,-122.43571,Entire home/apt,276,30,4,8/24/2019,0.03,21,229,0,2023-008216STR
3479568,Spacious Upper Haight Condo,167143,Jessie,,Haight Ashbury,37.76787,-122.44961,Entire home/apt,554,3,42,8/11/2025,0.38,1,13,1,2025-006406STR
3486460,Great Views on Potrero-Chase Center & Mission Bay,6884446,Emily,,Potrero Hill,37.75713,-122.39694,Private room,117,1,532,8/21/2025,3.92,2,237,65,2022-005793STR
